3_2, 76420.00, 236.79
3_3, 76356.00, 233.52
3_4, 76454.00, 240.11
3_5, 76353.00, 236.55
3_6, 76377.00, 234.94
3_7, 76362.00, 231.67
3_8, 76420.00, 235.10
3_9, 76512.00, 237.25
30_1, 76512.00, 238.64
30_2, 76354.00, 230.04
30_3, 76451.00, 236.32
30_4, 76354.00, 228.49
31_1, 76360.00, 235.51
31_2, 76512.00, 234.21
31_3, 76377.00, 237.20
31_4, 76421.00, 232.97
31_5, 76511.00, 233.15
32_1, 76354.00, 235.66
32_2, 76354.00, 231.68
32_3, 76512.00, 233.26
32_4, 76421.00, 236.35
32_5, 76359.00, 233.02
33_1, 76362.00, 234.71
33_2, 76512.00, 235.00
33_3, 76453.00, 241.14
33_4, 76353.00, 236.55
34_1, 76353.00, 237.63
34_2, 76512.00, 237.29
34_3, 76355.00, 234.07
34_4, 76422.00, 235.01
35_1, 76421.00, 239.52
35_2, 76454.00, 241.07
35_3, 76422.00, 238.06
35_4, 76512.00, 238.65
35_5, 76378.00, 236.13
35_6, 76512.00, 233.56
35_7, 76363.00, 239.70
36_1, 76378.00, 245.78
36_2, 76613.00, 245.98
36_3, 76409.00, 246.02
36_4, 76377.00, 247.60
37_1, 76419.00, 234.94
37_2, 76353.00, 236.45
37_3, 76352.00, 236.87
37_4, 76377.00, 232.16
37_5, 76454.00, 231.25
37_6, 76513.00, 233.07
37_7, 76420.00, 235.39
38_1, 76512.00, 267.37
38_2, 76353.00, 268.17
38_3, 76354.00, 271.23
38_4, 76419.00, 266.36
38_5, 76419.00, 266.36
38_6, 76376.00, 266.57
38_7, 76421.00, 267.42
39_1, 76421.00, 231.95
39_2, 76354.00, 237.13
39_3, 76355.00, 235.64
39_4, 76420.00, 229.61
4_1, 76419.00, 250.12
4_2, 76353.00, 250.43
4_3, 76512.00, 249.69
4_4, 76453.00, 248.40
4_5, 76354.00, 247.35
4_6, 76377.00, 250.00
4_7, 76421.00, 246.95
40_1, 76353.00, 236.43
40_2, 76377.00, 236.79
40_3, 76452.00, 237.23
40_4, 76422.00, 237.05
41_1, 76352.00, 234.41
41_2, 76463.00, 235.07
41_3, 76512.00, 239.81
41_4, 76378.00, 240.17
41_5, 76352.00, 234.08
42_1, 76377.00, 235.28
42_2, 76353.00, 239.80
43_1, 76353.00, 245.13
43_2, 76363.00, 240.12
43_3, 76462.00, 241.97
43_4, 76377.00, 245.82
44_1, 76363.00, 242.33
44_2, 76362.00, 240.25
44_3, 76461.00, 236.90
44_4, 76421.00, 240.38
44_5, 76352.00, 238.16
45_1, 76421.00, 237.37
45_2, 76355.00, 239.60
45_3, 76422.00, 232.57
45_4, 76377.00, 233.87
46_1, 76355.00, 239.24
46_2, 76363.00, 240.37
47_1, 76358.00, 242.01
47_2, 76363.00, 247.58
47_3, 76513.00, 245.60
47_4, 76422.00, 244.19
48_1, 76512.00, 239.96
48_2, 76513.00, 241.89
48_3, 76363.00, 245.11
48_4, 76453.00, 245.05
49_1, 76422.00, 244.47
49_2, 76378.00, 241.95
5_1, 76512.00, 231.60
5_2, 76455.00, 231.82
5_3, 76423.00, 235.42
5_4, 76421.00, 235.73
5_5, 76512.00, 237.56
5_6, 76423.00, 230.38
5_7, 76452.00, 235.44
5_8, 76420.00, 233.67
5_9, 76420.00, 233.67
50_1, 76377.00, 224.51
50_2, 76454.00, 232.59
50_3, 76419.00, 237.13
51_1, 76453.00, 242.79
51_2, 76422.00, 243.46
51_3, 76354.00, 245.18
51_4, 76353.00, 240.76
52_1, 76512.00, 243.54
52_2, 76362.00, 245.59
53_1, 76353.00, 232.21
53_2, 76511.00, 231.26
53_3, 76362.00, 234.42
54_1, 76511.00, 233.66
54_2, 76454.00, 237.56
54_3, 76512.00, 232.35
54_4, 76512.00, 234.12
55_1, 76512.00, 274.99
55_2, 76377.00, 272.91
55_3, 76419.00, 274.89
56_1, 76512.00, 236.98
56_2, 76421.00, 235.34
56_3, 76422.00, 232.95
56_4, 76353.00, 235.50
56_5, 76419.00, 236.22
56_6, 76422.00, 231.69
56_7, 76353.00, 237.42
56_8, 76377.00, 239.89
57_1, 76512.00, 237.23
57_2, 76356.00, 239.16
57_3, 76354.00, 238.30
57_4, 76461.00, 237.76
58_1, 76512.00, 253.88
58_2, 76377.00, 252.96
58_3, 76363.00, 247.93
59_1, 76552.00, 235.54
59_2, 76376.00, 237.12
59_3, 76353.00, 234.39
59_4, 76354.00, 233.73
6_1, 76365.00, 241.28
6_2, 76353.00, 239.96
6_3, 76512.00, 237.58
60_1, 76513.00, 233.78
60_2, 76419.00, 237.25
60_3, 76421.00, 235.72
60_4, 76353.00, 236.03
60_5, 76378.00, 233.29
60_6, 76377.00, 236.57
60_7, 76513.00, 236.34
60_8, 76523.00, 233.18
61_1, 76451.00, 240.47
61_2, 76449.00, 240.65
61_3, 76463.00, 239.15
61_4, 76513.00, 242.83
62_1, 76356.00, 236.03
62_2, 76512.00, 238.58
62_3, 76377.00, 241.75
62_4, 76513.00, 239.13
63_1, 76352.00, 231.71
63_2, 76613.00, 230.67
63_3, 76377.00, 231.39
63_4, 76353.00, 233.90
64_1, 76363.00, 236.03
64_2, 76454.00, 232.33
64_3, 76512.00, 233.92
64_4, 76352.00, 234.80
65_1, 76512.00, 238.26
65_2, 76353.00, 232.26
66_1, 76512.00, 233.93
66_2, 76352.00, 235.75
66_3, 76419.00, 233.54
66_4, 76423.00, 234.32
66_5, 76420.00, 232.88
67_1, 76423.00, 239.55
67_2, 76421.00, 235.81
68_1, 76421.00, 236.12
68_2, 76355.00, 236.82
68_3, 76359.00, 235.89
68_4, 76419.00, 233.67
69_1, 76613.00, 234.51
69_2, 76377.00, 236.71
7_1, 76454.00, 238.42
7_2, 76419.00, 233.79
7_3, 76513.00, 236.44
7_4, 76352.00, 234.27
7_5, 76453.00, 235.43
7_6, 76419.00, 236.96
7_7, 76352.00, 234.47
70_1, 76355.00, 234.72
70_2, 76512.00, 232.25
70_3, 76422.00, 235.73
70_4, 76450.00, 237.95
70_5, 76454.00, 232.70
71_1, 76353.00, 235.21
71_2, 76422.00, 238.98
72_1, 76355.00, 235.82
72_2, 76377.00, 230.96
72_3, 76451.00, 238.51
72_4, 76462.00, 233.32
72_5, 76377.00, 233.92
73_1, 76453.00, 231.05
73_2, 76352.00, 232.35
74_1, 76512.00, 243.41
74_2, 76450.00, 243.46
74_3, 76364.00, 243.12
74_4, 76461.00, 244.60
75_1, 76354.00, 235.31
75_2, 76353.00, 234.87
75_3, 76512.00, 231.41
75_4, 76353.00, 232.05
75_5, 76512.00, 233.00
76_1, 76354.00, 242.73
76_2, 76453.00, 235.70
8_1, 76513.00, 234.41
8_2, 76377.00, 233.27
8_3, 76421.00, 233.32
9_1, 76419.00, 233.06
9_2, 76422.00, 240.35
9_3, 76353.00, 236.62
9_4, 76377.00, 238.73
9_5, 76513.00, 232.71
